name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Kitasatospora sp. YST-16	2998080	S	45	37	82	0.00000
Kitasatospora sp. MMS16-BH015	2018025	S	21	4	25	0.00000
Kitasatospora sp. CM 4170	3075627	S	13	4	17	0.00000
Kitasatospora setae	2066	S	88	47	135	0.00000
Kitasatospora fiedleri	2991545	S	18	12	30	0.00000
Peterkaempfera bronchialis	2126346	S	76	13	89	0.00000
Actinacidiphila bryophytorum	1436133	S	46	7	53	0.00000
Streptacidiphilus sp. P02-A3a	2704468	S	20	3	23	0.00000
Streptacidiphilus sp. PB12-B1b	2705012	S	12	2	14	0.00000
Streptantibioticus cattleyicolor	29303	S	28	4	32	0.00000
Microbacterium sp. zg-B185	3049070	S	42	3	45	0.00000
Microbacterium sp. KACC 23027	3028316	S	39	4	43	0.00000
Microbacterium sp. SL75	2995140	S	35	7	42	0.00000
Microbacterium sp. ABRD28	2268461	S	30	4	34	0.00000
Microbacterium sp. M28	2962064	S	26	4	30	0.00000
Microbacterium sp. zg-Y818	3049072	S	24	8	32	0.00000
Microbacterium sp. cx-55	2875948	S	22	1	23	0.00000
Microbacterium sp. 4R-513	2567934	S	21	2	23	0.00000
Microbacterium sp. AB	2981139	S	20	1	21	0.00000
Microbacterium sp. BH-3-3-3	1906742	S	19	2	21	0.00000
Microbacterium sp. 1S1	2606451	S	17	24	41	0.00000
Microbacterium sp.	51671	S	14	1	15	0.00000
Microbacterium sp. H1-D42	2925844	S	14	1	15	0.00000
Microbacterium sp. No. 7	1714373	S	10	4	14	0.00000
Microbacterium oxydans	82380	S	50	38	88	0.00000
Microbacterium oryzae	743009	S	37	4	41	0.00000
Microbacterium galbinum	2851646	S	28	2	30	0.00000
Microbacterium protaetiae	2509458	S	28	4	32	0.00000
Microbacterium esteraromaticum	57043	S	23	2	25	0.00000
Microbacterium hominis	162426	S	23	53	76	0.00000
Microbacterium schleiferi	69362	S	20	11	31	0.00000
Microbacterium amylolyticum	936337	S	17	3	20	0.00000
Microbacterium wangchenii	2541726	S	17	1	18	0.00000
Microbacterium azadirachtae	582680	S	16	2	18	0.00000
Microbacterium oleivorans	273677	S	15	1	16	0.00000
Microbacterium aurum	36805	S	13	2	15	0.00000
Microbacterium sufflavum	2851649	S	12	1	13	0.00000
Microbacterium lushaniae	2614639	S	12	1	13	0.00000
Microbacterium foliorum	104336	S	12	9	21	0.00000
Microbacterium chocolatum	84292	S	11	6	17	0.00000
Curtobacterium sp. MCPF17_052	2175655	S	61	11	72	0.00000
Curtobacterium sp. MCLR17_058	2175635	S	17	83	100	0.00000
Curtobacterium sp. MR_MD2014	1561023	S	16	5	21	0.00000
Mycetocola spongiae	2859226	S	105	6	111	0.00000
Mycetocola sp. JXN-3	2116510	S	43	2	45	0.00000
Leifsonia sp. 21MFCrub1.1	1798223	S	38	40	78	0.00000
Leifsonia sp. PS1209	2724914	S	17	3	20	0.00000
Leifsonia sp. ZF2019	2781978	S	11	2	13	0.00000
Leifsonia shinshuensis	150026	S	29	7	36	0.00000
Agromyces badenianii	2080742	S	35	5	40	0.00000
Agromyces mangrovi	1858653	S	28	4	32	0.00000
Agromyces sp. LHK192	2498704	S	13	1	14	0.00000
Agromyces soli	659012	S	12	1	13	0.00000
Agromyces aureus	453304	S	10	1	11	0.00000
Rathayibacter iranicus	59737	S	31	1	32	0.00000
Rathayibacter festucae	110937	S	24	6	30	0.00000
Rathayibacter sp. VKM Ac-2759	2609252	S	11	11	22	0.00000
Rathayibacter rathayi	33887	S	19	1	20	0.00000
Rathayibacter tritici	33888	S	11	1	12	0.00000
Leucobacter sp. CX169	2813744	S	33	8	41	0.00000
Leucobacter sp. Psy1	2875729	S	21	1	22	0.00000
Leucobacter denitrificans	683042	S	23	3	26	0.00000
Cryobacterium sp. 10S3	3048582	S	20	31	51	0.00000
Agrococcus sp. SGAir0287	2070347	S	38	4	42	0.00000
Agrococcus sp. Marseille-Q4369	2810513	S	12	2	14	0.00000
Agrococcus carbonis	684552	S	11	3	14	0.00000
Salinibacterium sp. ZJ70	2708084	S	55	9	64	0.00000
Microcella daejeonensis	2994971	S	34	6	40	0.00000
Microcella flavibacter	1804990	S	20	9	29	0.00000
Herbiconiux sp. SALV-R1	2735133	S	49	3	52	0.00000
Herbiconiux sp. L3-i23	2905871	S	11	1	12	0.00000
Clavibacter sp. A6099	2860285	S	20	10	30	0.00000
Microterricola viridarii	412690	S	49	4	53	0.00000
Diaminobutyricimonas sp. LJ205	2683590	S	44	3	47	0.00000
Marisediminicola antarctica	674079	S	40	2	42	0.00000
Glaciihabitans sp. INWT7	2596912	S	39	1	40	0.00000
Frondihabitans sucicola	1268041	S	25	1	26	0.00000
Gryllotalpicola protaetiae	2419771	S	20	1	21	0.00000
Lysinibacter sp. HNR	3031408	S	10	0	10	0.00000
Arthrobacter sp. Helios	2828862	S	63	10	73	0.00000
Arthrobacter sp. 24S4-2	2575374	S	47	9	56	0.00000
Arthrobacter sp. UKPF54-2	2600159	S	43	21	64	0.00000
Arthrobacter sp. CDRTa11	2651199	S	42	4	46	0.00000
Arthrobacter sp. ERGS1:01	1704044	S	35	4	39	0.00000
Arthrobacter sp. zg-Y820	2894192	S	33	10	43	0.00000
Arthrobacter sp. NicSoilB8	2830998	S	33	7	40	0.00000
Arthrobacter sp. StoSoilB22	2830996	S	25	7	32	0.00000
Arthrobacter sp. PAMC25564	2565366	S	24	4	28	0.00000
Arthrobacter sp. NEB 688	904039	S	22	4	26	0.00000
Arthrobacter sp. QXT-31	1357915	S	19	4	23	0.00000
Arthrobacter sp. EM1	3043847	S	17	3	20	0.00000
Arthrobacter sp. PM3	2017685	S	17	2	19	0.00000
Arthrobacter sp. YA7-1	2987701	S	16	5	21	0.00000
Arthrobacter sp. FB24	290399	S	15	7	22	0.00000
Arthrobacter sp. KBS0702	2578107	S	14	6	20	0.00000
Arthrobacter sp. zg-Y1171	2964610	S	13	17	30	0.00000
Arthrobacter sp. YC-RL1	1652545	S	11	4	15	0.00000
Arthrobacter agilis	37921	S	49	4	53	0.00000
Arthrobacter zhaoxinii	2964616	S	48	22	70	0.00000
Arthrobacter citreus	1670	S	44	14	58	0.00000
Arthrobacter crystallopoietes	37928	S	38	5	43	0.00000
Arthrobacter zhangbolii	2886936	S	38	9	47	0.00000
Arthrobacter koreensis	199136	S	30	9	39	0.00000
Arthrobacter jiangjiafuii	2817475	S	13	3	16	0.00000
Arthrobacter gengyunqii	2886940	S	11	4	15	0.00000
Arthrobacter polaris	2813727	S	10	0	10	0.00000
Rothia mucilaginosa	43675	S	250	24	274	0.00001
Rothia sp. SD9660Na	3047030	S	23	1	24	0.00000
Rothia sp. ZJ932	2810516	S	11	0	11	0.00000
Rothia dentocariosa	2047	S	20	3	23	0.00000
Rothia aeria	172042	S	19	2	21	0.00000
Rothia amarae	169480	S	11	13	24	0.00000
Pseudarthrobacter sp. BIM B-2242	2772401	S	36	7	43	0.00000
Pseudarthrobacter sp. IC2-21	3092262	S	17	3	20	0.00000
Pseudarthrobacter phenanthrenivorans	361575	S	31	21	52	0.00000
Pseudarthrobacter psychrotolerans	2697569	S	16	5	21	0.00000
Pseudarthrobacter oxydans	1671	S	10	4	14	0.00000
Glutamicibacter halophytocola	1933880	S	36	8	44	0.00000
Glutamicibacter protophormiae	37930	S	23	11	34	0.00000
Glutamicibacter creatinolyticus	162496	S	15	0	15	0.00000
Glutamicibacter sp. M10	3023076	S	14	3	17	0.00000
Kocuria palustris	71999	S	32	13	45	0.00000
Kocuria rosea	1275	S	23	13	36	0.00000
Kocuria turfanensis	388357	S	11	14	25	0.00000
Micrococcus luteus	1270	S	44	42	86	0.00000
Micrococcus porci	2856555	S	16	7	23	0.00000
Micrococcus terreus	574650	S	12	3	15	0.00000
Paeniglutamicibacter sp. ZC-3	2986919	S	50	3	53	0.00000
Paeniglutamicibacter sp. Y32M11	2853258	S	17	1	18	0.00000
Citricoccus sp. I39-566	3073268	S	24	22	46	0.00000
Citricoccus sp. SGAir0253	2567881	S	14	3	17	0.00000
Nesterenkonia sp. NBAIMH1	2600320	S	14	22	36	0.00000
Paenarthrobacter sp. OM7	3041264	S	10	83	93	0.00000
Psychromicrobium lacuslunae	1618207	S	20	0	20	0.00000
Sinomonas sp. R1AF57	2020377	S	12	0	12	0.00000
Neomicrococcus aestuarii	556325	S	13	2	15	0.00000
Brachybacterium sp. Z12	2759167	S	44	3	47	0.00000
Brachybacterium sp. SGAir0954	2571029	S	27	4	31	0.00000
Brachybacterium sp. NBEC-018	2996004	S	25	3	28	0.00000
Brachybacterium sp. P6-10-X1	1903186	S	11	0	11	0.00000
Brachybacterium sp. GU-2	3069708	S	11	13	24	0.00000
Brachybacterium kimchii	2942909	S	48	8	56	0.00000
Brachybacterium faecium	43669	S	40	3	43	0.00000
Brachybacterium halotolerans	2795215	S	37	9	46	0.00000
Brachybacterium avium	2017485	S	29	3	32	0.00000
Brachybacterium vulturis	2017484	S	25	1	26	0.00000
Brachybacterium saurashtrense	556288	S	21	1	22	0.00000
Brachybacterium ginsengisoli	1331682	S	15	1	16	0.00000
Helcobacillus massiliensis	521392	S	10	2	12	0.00000
Cellulomonas sp. H30R-01	2704467	S	25	12	37	0.00000
Cellulomonas sp. ATA003	3073064	S	16	2	18	0.00000
Cellulomonas sp. ES6	3039384	S	13	4	17	0.00000
Cellulomonas sp. Y8	2591145	S	11	2	13	0.00000
Cellulomonas taurus	2729175	S	47	9	56	0.00000
Cellulomonas shaoxiangyii	2566013	S	46	13	59	0.00000
Cellulomonas dongxiuzhuiae	2819979	S	26	8	34	0.00000
Cellulomonas palmilytica	2608402	S	15	10	25	0.00000
Cellulomonas flavigena	1711	S	13	3	16	0.00000
Cellulomonas chengniuliangii	2968084	S	13	2	15	0.00000
Cellulomonas gilvus	11	S	12	4	16	0.00000
Actinotalea sp. JY-7876	2758442	S	13	2	15	0.00000
Brevibacterium sp. CS2	2575923	S	43	20	63	0.00000
Brevibacterium sp. BRM-1	2999062	S	29	25	54	0.00000
Brevibacterium sp. SMBL_HHYL_HB1	2777556	S	12	2	14	0.00000
Brevibacterium sp. JSBI002	2886045	S	11	3	14	0.00000
Brevibacterium casei	33889	S	26	25	51	0.00000
Brevibacterium siliguriense	1136497	S	16	1	17	0.00000
Brevibacterium atlanticum	2697563	S	13	1	14	0.00000
Brevibacterium linens	1703	S	12	8	20	0.00000
Brevibacterium luteolum	199591	S	12	7	19	0.00000
Brevibacterium sandarakinum	629680	S	11	2	13	0.00000
Brevibacterium spongiae	2909672	S	11	2	13	0.00000
Arsenicicoccus sp. oral taxon 190	1658671	S	136	37	173	0.00000
Tetrasphaera sp. HKS02	1813880	S	30	3	33	0.00000
Ornithinimicrobium sp. HY1793	2934158	S	40	3	43	0.00000
Ornithinimicrobium ciconiae	2594265	S	38	2	40	0.00000
Ornithinimicrobium cryptoxanthini	2934161	S	15	1	16	0.00000
Ornithinimicrobium pratense	2593973	S	13	1	14	0.00000
Serinicoccus marinus	247333	S	62	9	71	0.00000
Serinicoccus chungangensis	767452	S	12	1	13	0.00000
Ruania suaedae	2897774	S	42	5	47	0.00000
Ruania zhangjianzhongii	2603206	S	36	2	38	0.00000
Ruania halotolerans	2897773	S	23	5	28	0.00000
Occultella kanbiaonis	2675754	S	38	2	40	0.00000
Georgenia faecalis	2483799	S	40	5	45	0.00000
Georgenia yuyongxinii	2589797	S	40	3	43	0.00000
Georgenia wutianyii	2585135	S	12	2	14	0.00000
Georgenia sp. TF02-10	2917725	S	12	4	16	0.00000
Xylanimonas allomyrinae	2509459	S	29	3	32	0.00000
Cellulosimicrobium protaetiae	2587808	S	16	2	18	0.00000
Cellulosimicrobium cellulans	1710	S	14	5	19	0.00000
Barrientosiimonas endolithica	1535208	S	23	20	43	0.00000
Luteipulveratus mongoliensis	571913	S	22	1	23	0.00000
Luteimicrobium xylanilyticum	1133546	S	44	7	51	0.00000
Pengzhenrongella sicca	2819238	S	12	1	13	0.00000
Miniimonas sp. S16	2171623	S	27	26	53	0.00000
Kytococcus sedentarius	1276	S	11	3	14	0.00000
Mycolicibacterium crocinum	388459	S	77	61	138	0.00000
Mycolicibacterium sp. CBMA 213	1968788	S	12	0	12	0.00000
Mycolicibacterium sp. YH-1	2908837	S	12	8	20	0.00000
Mycolicibacterium sp. HK-90	3056937	S	10	6	16	0.00000
Mycolicibacterium rutilum	370526	S	49	12	61	0.00000
Mycolicibacterium madagascariense	212765	S	42	2	44	0.00000
Mycolicibacterium mengxianglii	2736649	S	42	1	43	0.00000
Mycolicibacterium poriferae	39694	S	38	9	47	0.00000
Mycolicibacterium helvum	1534349	S	34	1	35	0.00000
Mycolicibacterium hassiacum	46351	S	34	6	40	0.00000
Mycolicibacterium boenickei	146017	S	31	7	38	0.00000
Mycolicibacterium brumae	85968	S	31	11	42	0.00000
Mycolicibacterium diernhoferi	1801	S	30	2	32	0.00000
Mycolicibacterium fallax	1793	S	28	11	39	0.00000
Mycolicibacterium litorale	758802	S	28	8	36	0.00000
Mycolicibacterium insubricum	444597	S	25	7	32	0.00000
Mycolicibacterium moriokaense	39691	S	24	1	25	0.00000
Mycolicibacterium mucogenicum	56689	S	22	6	28	0.00000
Mycolicibacterium pallens	370524	S	20	16	36	0.00000
Mycolicibacterium mageritense	53462	S	19	3	22	0.00000
Mycolicibacterium smegmatis	1772	S	19	3	22	0.00000
Mycolicibacterium rufum	318424	S	17	8	25	0.00000
Mycolicibacterium fortuitum	1766	S	17	5	22	0.00000
Mycolicibacterium celeriflavum	1249101	S	16	3	19	0.00000
Mycolicibacterium thermoresistibile	1797	S	14	2	16	0.00000
Mycolicibacterium chubuense	1800	S	13	12	25	0.00000
Mycolicibacterium rhodesiae	36814	S	12	3	15	0.00000
Mycolicibacterium confluentis	28047	S	11	0	11	0.00000
Mycolicibacterium aichiense	1799	S	10	2	12	0.00000
Mycolicibacterium holsaticum	152142	S	10	0	10	0.00000
Mycobacterium sp. MS1601	1936029	S	29	4	33	0.00000
Mycobacterium sp. JS623	212767	S	28	3	31	0.00000
Mycobacterium sp. DL440	2675523	S	16	5	21	0.00000
Mycobacterium sp. ITM-2016-00317	2099694	S	16	20	36	0.00000
Mycobacterium sp. Z3061	3073562	S	12	3	15	0.00000
Mycobacterium sp. IDR2000157661	2867005	S	12	3	15	0.00000
Mycobacterium sp. ITM-2016-00318	2099693	S	10	2	12	0.00000
Mycobacterium kubicae	120959	S	33	27	60	0.00000
Mycobacterium florentinum	292462	S	32	6	38	0.00000
Mycobacterium parmense	185642	S	23	11	34	0.00000
Mycobacterium shigaense	722731	S	20	2	22	0.00000
Mycobacterium senriense	2775496	S	47	4	51	0.00000
Mycobacterium avium	1764	S	21	119	140	0.00000
Mycobacterium colombiense	339268	S	13	1	14	0.00000
Mycobacterium mantenii	560555	S	10	1	11	0.00000
Mycobacterium gordonae	1778	S	41	4	45	0.00000
Mycobacterium dioxanotrophicus	482462	S	40	20	60	0.00000
Mycobacterium marinum	1781	S	13	26	39	0.00000
Mycobacterium heckeshornense	110505	S	27	2	29	0.00000
Mycobacterium spongiae	886343	S	25	0	25	0.00000
Mycobacterium grossiae	1552759	S	25	9	34	0.00000
Mycobacterium canettii	78331	S	18	8	26	0.00000
Mycobacterium kansasii	1768	S	22	3	25	0.00000
Mycobacterium paraterrae	577492	S	17	2	19	0.00000
Mycobacterium shinjukuense	398694	S	15	1	16	0.00000
Mycobacterium gallinarum	39689	S	11	4	15	0.00000
Candidatus Mycobacterium wuenschmannii	3027808	S	10	0	10	0.00000
Mycolicibacter sp. MU0102	3064288	S	23	35	58	0.00000
Mycolicibacter minnesotensis	1118379	S	26	1	27	0.00000
Mycobacteroides saopaulense	1578165	S	29	3	32	0.00000
Mycobacteroides chelonae	1774	S	12	4	16	0.00000
Mycobacteroides immunogenum	83262	S	12	4	16	0.00000
Mycobacteroides abscessus	36809	S	10	6	16	0.00000
Mycolicibacillus parakoreensis	1069221	S	10	3	13	0.00000
Corynebacterium aurimucosum	169292	S	213	36	249	0.00001
Corynebacterium sp. P3-F1	3059080	S	43	32	75	0.00000
Corynebacterium sp. SCR221107	3017361	S	25	2	27	0.00000
Corynebacterium sp. FDAARGOS 1242	2778078	S	22	28	50	0.00000
Corynebacterium poyangense	2684405	S	71	0	71	0.00000
Corynebacterium endometrii	2488819	S	53	2	55	0.00000
Corynebacterium uterequi	1072256	S	40	0	40	0.00000
Corynebacterium terpenotabidum	89154	S	36	2	38	0.00000
Corynebacterium guangdongense	1783348	S	35	1	36	0.00000
Corynebacterium hindlerae	699041	S	32	1	33	0.00000
Corynebacterium freneyi	134034	S	31	5	36	0.00000
Corynebacterium deserti	1408191	S	28	7	35	0.00000
Corynebacterium accolens	38284	S	28	33	61	0.00000
Corynebacterium felinum	131318	S	28	0	28	0.00000
Corynebacterium heidelbergense	2055947	S	27	0	27	0.00000
Corynebacterium halotolerans	225326	S	27	1	28	0.00000
Corynebacterium renale	1724	S	26	0	26	0.00000
Corynebacterium kefirresidentii	1979527	S	23	16	39	0.00000
Corynebacterium sphenisci	191493	S	21	1	22	0.00000
Corynebacterium stationis	1705	S	21	2	23	0.00000
Corynebacterium maris	575200	S	20	1	21	0.00000
Corynebacterium xerosis	1725	S	19	5	24	0.00000
Corynebacterium timonense	441500	S	19	4	23	0.00000
Corynebacterium caspium	234828	S	18	0	18	0.00000
Corynebacterium zhongnanshanii	2768834	S	17	0	17	0.00000
Corynebacterium occultum	2675219	S	17	0	17	0.00000
Corynebacterium yudongzhengii	2080740	S	15	0	15	0.00000
Corynebacterium tuberculostearicum	38304	S	14	6	20	0.00000
Corynebacterium simulans	146827	S	14	6	20	0.00000
Corynebacterium canis	679663	S	14	0	14	0.00000
Corynebacterium cystitidis	35757	S	14	0	14	0.00000
Corynebacterium diphtheriae	1717	S	14	554	568	0.00001
Corynebacterium uberis	2883169	S	14	0	14	0.00000
Corynebacterium atrinae	1336740	S	12	1	13	0.00000
Corynebacterium confusum	71254	S	12	7	19	0.00000
Corynebacterium striatum	43770	S	10	6	16	0.00000
Corynebacterium urogenitale	2487892	S	10	0	10	0.00000
Corynebacterium coyleae	53374	S	10	2	12	0.00000
Corynebacterium pyruviciproducens	598660	S	10	15	25	0.00000
Corynebacterium hansenii	394964	S	10	1	11	0.00000
Nocardia terpenica	455432	S	111	6	117	0.00000
Nocardia brasiliensis	37326	S	100	8	108	0.00000
Nocardia asteroides	1824	S	80	13	93	0.00000
Nocardia seriolae	37332	S	51	5	56	0.00000
Nocardia yamanashiensis	209247	S	49	3	52	0.00000
Nocardia cyriacigeorgica	135487	S	39	6	45	0.00000
Nocardia sp. CS682	1047172	S	19	1	20	0.00000
Nocardia sp. PE-7	3058426	S	12	1	13	0.00000
Nocardia arthritidis	228602	S	30	1	31	0.00000
Nocardia yunnanensis	2382165	S	28	2	30	0.00000
Nocardia tengchongensis	2055889	S	27	2	29	0.00000
Nocardia huaxiensis	2755382	S	26	2	28	0.00000
Nocardia wallacei	480035	S	25	4	29	0.00000
Nocardia gipuzkoensis	2749991	S	24	4	28	0.00000
Nocardia otitidiscaviarum	1823	S	19	1	20	0.00000
Nocardia iowensis	204891	S	16	1	17	0.00000
Nocardia farcinica	37329	S	16	5	21	0.00000
Rhodococcus sp. B7740	1564114	S	90	8	98	0.00000
Rhodococcus sp. MTM3W5.2	1805827	S	31	4	35	0.00000
Rhodococcus sp. WMMA185	679318	S	31	2	33	0.00000
Rhodococcus sp. X156	2499145	S	31	3	34	0.00000
Rhodococcus sp. P1Y	1302308	S	26	1	27	0.00000
Rhodococcus sp. USK10	2789739	S	11	6	17	0.00000
Rhodococcus antarcticus	2987751	S	57	4	61	0.00000
Rhodococcus koreensis	99653	S	37	8	45	0.00000
Rhodococcus opacus	37919	S	34	23	57	0.00000
Rhodococcus triatomae	300028	S	20	3	23	0.00000
Rhodococcus ruber	1830	S	17	116	133	0.00000
Rhodococcus fascians	1828	S	15	4	19	0.00000
Prescottella equi	43767	S	21	3	24	0.00000
Prescottella sp. R16	3064529	S	20	3	23	0.00000
Gordonia sp. PP30	2935861	S	43	6	49	0.00000
Gordonia sp. PDNC005	2811424	S	34	2	36	0.00000
Gordonia sp. X0973	2742602	S	18	5	23	0.00000
Gordonia sp. KTR9	337191	S	11	5	16	0.00000
Gordonia otitidis	249058	S	65	19	84	0.00000
Gordonia amarae	36821	S	22	2	24	0.00000
Gordonia insulae	2420509	S	22	4	26	0.00000
Gordonia jinghuaiqii	2758710	S	15	1	16	0.00000
Gordonia polyisoprenivorans	84595	S	13	14	27	0.00000
Tsukamurella tyrosinosolvens	57704	S	26	4	30	0.00000
Tsukamurella sp. PLM1	2929795	S	22	2	24	0.00000
Tsukamurella paurometabola	2061	S	15	1	16	0.00000
Tomitella fengzijianii	2597660	S	22	3	25	0.00000
Segniliparus rotundus	286802	S	21	0	21	0.00000
Lawsonella clevelandensis	1528099	S	19	2	21	0.00000
Nocardioides sp. W7	2931390	S	35	5	40	0.00000
Nocardioides sp. LMS-CY	2840457	S	29	4	33	0.00000
Nocardioides sp. dk884	2662361	S	25	19	44	0.00000
Nocardioides sp. zg-1228	2763008	S	24	4	28	0.00000
Nocardioides sp. CF8	110319	S	23	9	32	0.00000
Nocardioides sp. BP30	3036374	S	20	2	22	0.00000
Nocardioides sp. S-34	3095075	S	17	3	20	0.00000
Nocardioides sp. JS614	196162	S	12	19	31	0.00000
Nocardioides sp. QY071	3044187	S	11	2	13	0.00000
Nocardioides rotundus	1774216	S	70	19	89	0.00000
Nocardioides seonyuensis	2518371	S	66	11	77	0.00000
Nocardioides ungokensis	1643322	S	58	10	68	0.00000
Nocardioides campestrisoli	2736757	S	50	9	59	0.00000
Nocardioides scoriae	642780	S	44	7	51	0.00000
Nocardioides panacisoli	627624	S	31	2	33	0.00000
Nocardioides mesophilus	433659	S	30	3	33	0.00000
Nocardioides baekrokdamisoli	1804624	S	28	0	28	0.00000
Nocardioides faecalis	2803858	S	25	6	31	0.00000
Nocardioides marmotae	2663857	S	24	8	32	0.00000
Nocardioides coralli	2872154	S	22	2	24	0.00000
Nocardioides piscis	2714938	S	19	9	28	0.00000
Nocardioides aromaticivorans	200618	S	18	3	21	0.00000
Nocardioides humi	449461	S	17	3	20	0.00000
Nocardioides panacis	2849501	S	11	1	12	0.00000
Aeromicrobium chenweiae	2079793	S	96	5	101	0.00000
Aeromicrobium choanae	1736691	S	53	4	57	0.00000
Aeromicrobium sp. Leaf245	1736306	S	25	1	26	0.00000
Aeromicrobium wangtongii	2969247	S	14	0	14	0.00000
Aeromicrobium senzhongii	2663859	S	12	1	13	0.00000
Aeromicrobium duanguangcaii	2968086	S	12	1	13	0.00000
Pimelobacter simplex	2045	S	28	2	30	0.00000
Micropruina glycogenica	75385	S	22	2	24	0.00000
Tessaracoccus defluvii	1285901	S	43	17	60	0.00000
Tessaracoccus flavus	1610493	S	31	9	40	0.00000
Tessaracoccus sp. MC1865	2760310	S	17	1	18	0.00000
Tessaracoccus timonensis	2161816	S	12	5	17	0.00000
Cutibacterium avidum	33010	S	38	37	75	0.00000
Cutibacterium equinum	3016342	S	17	7	24	0.00000
Cutibacterium granulosum	33011	S	16	15	31	0.00000
Acidipropionibacterium virtanenii	2057246	S	66	6	72	0.00000
Acidipropionibacterium jensenii	1749	S	32	22	54	0.00000
Acidipropionibacterium acidipropionici	1748	S	14	6	20	0.00000
Propionibacterium freudenreichii	1744	S	57	34	91	0.00000
Propionibacterium acidifaciens	556499	S	33	7	40	0.00000
Propionibacterium australiense	119981	S	10	2	12	0.00000
Auraticoccus monumenti	675864	S	89	3	92	0.00000
Microlunatus phosphovorus	29405	S	25	2	27	0.00000
Microlunatus soli	630515	S	14	0	14	0.00000
Microlunatus sagamiharensis	546874	S	10	0	10	0.00000
Microlunatus elymi	2596828	S	10	0	10	0.00000
Arachnia propionica	1750	S	59	3	62	0.00000
Raineyella sp. W15-4	3081651	S	37	12	49	0.00000
Propioniciclava coleopterorum	2714937	S	22	17	39	0.00000
Propioniciclava sp. MC1595	2760308	S	19	7	26	0.00000
Brooklawnia sp. SH051	3041175	S	38	14	52	0.00000
Vaginimicrobium propionicum	1871034	S	27	12	39	0.00000
Propionimicrobium sp. PCR01-08-3	3052086	S	21	1	22	0.00000
Kribbella flavida	182640	S	24	1	25	0.00000
Kribbella sp. CA-293567	3002436	S	24	0	24	0.00000
Kribbella qitaiheensis	1544730	S	19	0	19	0.00000
Actinopolymorpha singaporensis	117157	S	19	0	19	0.00000
Amycolatopsis sp. CA-230715	2745196	S	72	2	74	0.00000
Amycolatopsis sp. FDAARGOS 1241	2778070	S	59	3	62	0.00000
Amycolatopsis sp. FBCC-B4732	3079339	S	54	6	60	0.00000
Amycolatopsis sp. DG1A-15b	3052846	S	54	10	64	0.00000
Amycolatopsis sp. WQ 127309	2932773	S	48	4	52	0.00000
Amycolatopsis sp. HUAS 11-8	2995223	S	41	3	44	0.00000
Amycolatopsis sp. QT-25	3034022	S	38	3	41	0.00000
Amycolatopsis sp. YIM 10	2653857	S	34	2	36	0.00000
Amycolatopsis sp. DSM 110486	2865832	S	32	3	35	0.00000
Amycolatopsis sp. 2-15	715471	S	29	3	32	0.00000
Amycolatopsis sp. 2-2	715472	S	20	4	24	0.00000
Amycolatopsis sp. BJA-103	1911175	S	20	1	21	0.00000
Amycolatopsis sp. AA4	1896961	S	15	2	17	0.00000
Amycolatopsis sp. Hca4	2742131	S	14	1	15	0.00000
Amycolatopsis thermalba	944492	S	90	10	100	0.00000
Amycolatopsis acidiphila	715473	S	83	5	88	0.00000
Amycolatopsis japonica	208439	S	52	8	60	0.00000
Amycolatopsis keratiniphila	129921	S	12	1	13	0.00000
Amycolatopsis mediterranei	33910	S	20	100	120	0.00000
